Date,year,Sample ID,Species (common),Species (scientific),sp_code,sp_number,Location (general),Age,Sex Field,Weight,Bag,Bag Weight,Actual Weight,Beak,Tarsus,Tail,Wing,Head,Hg.raw,Hg,logHg,carbon,nitrogen,logN
26-Jul-10,2010,TH2010_267,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,159,yellow,8,151,none,none,none,115,NA,256.8622,256.8622,2.409700198,NA,NA,NA
26-Jul-10,2010,TH2010_268,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,157,yellow,8,149,none,none,none,111,NA,242.492,242.492,2.384697415,NA,NA,NA
26-Jul-10,2010,TH2010_269,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,168,yellow,8,160,none,none,none,109,NA,169.1707,169.1707,2.228325146,NA,NA,NA
26-Jul-10,2010,TH2010_270,Dovekie,Alle alle,DOVE,4,Green Valley,adult,unknown,166,yellow,8,158,none,none,none,115,NA,203.956,203.956,2.309536486,-21.89,12.03,1.080265627
4-Aug-19,2019,TH19_076,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,160,yellow,8,152,15.31,26.49,31,121,55.45,357.0557,357.0557,2.55273597,-21.69,12.78,1.106530854
4-Aug-19,2019,TH19_077,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,165,yellow,8,157,15.01,24.99,32,119,55.15,375.23115,375.23115,2.574298884,-21.99,12.81,1.10754913
4-Aug-19,2019,TH19_078,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,155,yellow,8,147,15.06,25.43,32,119,54.58,350.52635,350.52635,2.544720671,-21.39,13.11,1.117602692
4-Aug-19,2019,TH19_079,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,155,yellow,8,147,14.02,26.96,30,116,51.99,347.1301,347.1301,2.540492273,-21.08,13.4,1.127104798
4-Aug-19,2019,TH19_080,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,160,yellow,8,152,13.35,25.66,31,117,52.68,273.91765,273.91765,2.437620017,-21.25,13.04,1.115277591
4-Aug-19,2019,TH19_081,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,155,yellow,8,147,16.02,26.18,30,116,51.3,351.75745,351.75745,2.546243304,-21.84,13.05,1.115610512
4-Aug-19,2019,TH19_082,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,150,yellow,8,142,15.73,24.65,29,111,53.04,360.9923,360.9923,2.557497938,-21.73,12.72,1.104487111
4-Aug-19,2019,TH19_083,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,145,yellow,8,137,14.26,25.61,32,121,51.6,367.0881,367.0881,2.5647703060000002,NA,NA,NA
4-Aug-19,2019,TH19_084,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,160,yellow,8,152,14.7,25.9,32,115,53.26,380.05295,380.05295,2.579844108,-21.85,13.07,1.116275588
4-Aug-19,2019,TH19_085,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,157,yellow,8,149,15.87,26.43,32,116,54.2,260.593,260.593,2.415962746,NA,NA,NA
4-Aug-19,2019,TH19_086,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,165,yellow,8,157,14.66,26.03,31,119,51.74,318.33525,318.33525,2.502884732,-21.72,12.74,1.105169428
4-Aug-19,2019,TH19_087,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,155,yellow,8,147,15.33,26.3,29,116,52.8,241.8912,241.8912,2.383620069,-21.66,12.92,1.111262514
4-Aug-19,2019,TH19_088,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,145,yellow,8,137,14.12,25.13,30,122,55.02,327.13225,327.13225,2.514723361,-20.81,13.26,1.122543524
4-Aug-19,2019,TH19_089,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,149,yellow,8,141,14.5,25.75,30,118,51.72,356.4755,356.4755,2.552029687,NA,NA,NA
4-Aug-19,2019,TH19_090,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,170,yellow,8,162,14.74,26.73,30,122,55.42,251.23145,251.23145,2.400074005,NA,NA,NA
4-Aug-19,2019,TH19_091,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,155,yellow,8,147,14.04,23.27,35,116,51.38,301.2837,301.2837,2.478975636,-21.64,13.05,1.115610512
4-Aug-19,2019,TH19_092,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,155,yellow,8,147,13.81,25.49,30,120,53.14,349.40555,349.40555,2.543329799,-21.67,13,1.113943352
4-Aug-19,2019,TH19_093,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,150,yellow,8,142,15.72,25.43,32,120,53.09,333.16845,333.16845,2.522663868,-21.7,12.95,1.112269768
4-Aug-19,2019,TH19_095,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,155,yellow,8,147,13.12,24.75,32,119,53.92,283.39955,283.39955,2.452399156,-21.62,13.2,1.120573931
4-Aug-19,2019,TH19_096,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,160,yellow,8,152,15.14,24.53,31,117,52.42,307.71265,307.71265,2.48814535,-21.64,12.99,1.113609151
4-Aug-19,2019,TH19_097,Dovekie,Alle alle,DOVE,4,Big Bird Valley,adult,unknown,147,yellow,8,139,13.04,23.52,29,115,52.07,315.78825,315.78825,2.499395967,NA,NA,NA
11-Jul-22,2022,TH22-021,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,175,yellow,8,167,15.5,26.67,33,119,53.24,261.4,256.14302,2.417305583,-21.54,11.76,1.070407322
11-Jul-22,2022,TH22-022,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,190,yellow,8,182,14.76,29.13,30,118,53.61,166.65,166.33897,2.221805318,-21.8,11.83,1.072984745
11-Jul-22,2022,TH22-023,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,140,yellow,8,132,13.76,25.18,29,113,48.78,213.4,210.64862,2.329194415,NA,NA,NA
11-Jul-22,2022,TH22-024,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,180,yellow,8,172,17.26,25.99,34,117,52.59,217.85,214.86633,2.338157564,-21.74,11.88,1.074816441
11-Jul-22,2022,TH22-025,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,140,red,14,126,13.97,24.83,25,106,50.06,236,232.0689,2.372912003,-21.71,11.42,1.057666104
11-Jul-22,2022,TH22-026,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,160,yellow,8,152,13.34,26.45,33,116,53.07,183.65,182.45157,2.263990933,-21.87,11.8,1.071882007
11-Jul-22,2022,TH22-027,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,.,.,NA,NA,.,.,.,.,.,319,310.73630000000003,2.503790683,-21.28,11.86,1.074084689
11-Jul-22,2022,TH22-028,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,.,.,NA,NA,.,.,.,.,.,231.05,227.37729,2.363705973,-21.72,11.67,1.067070856
11-Jul-22,2022,TH22-029,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,170,yellow,8,162,15.83,27.88,33,119,53.27,126.9,128.66392,2.103461622,-21.75,11.91,1.075911761
11-Jul-22,2022,TH22-030,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,160,yellow,8,152,15.22,26.9,32,113,51.95,234.8,230.93154,2.370698093,-21.63,11.85,1.07371835
11-Jul-22,2022,TH22-031,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,175,yellow,8,167,14.74,27.41,36,122,54.26,287.7,281.07016,2.458939862,-21.88,11.75,1.070037867
11-Jul-22,2022,TH22-033,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,165,yellow,8,157,14.25,27.03,33,113,50.25,183.05,181.88289,2.262569733,-21.7,11.89,1.075181855
11-Jul-22,2022,TH22-034,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,155,yellow,8,147,13.9,27.2,34,115,50.42,230.15,226.52427,2.362010979,-21.52,11.8,1.071882007
11-Jul-22,2022,TH22-035,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,145,yellow,8,137,14.48,25.24,32,113,49.64,216.05,213.16029,2.334554271,NA,NA,NA
11-Jul-22,2022,TH22-036,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,150,yellow,8,142,14.45,25.45,30,116,50.85,198.65,196.66857,2.298088569,-21.6,11.9,1.075546961
11-Jul-22,2022,TH22-037,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,.,.,NA,NA,.,.,.,.,.,234.15,230.31547,2.369494162,-21.84,11.78,1.07114529
11-Jul-22,2022,TH22-038,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,155,yellow,8,147,13.85,27.59,33,113,51.65,294.95,287.94171,2.469748401,-21.86,11.62,1.065206128
11-Jul-22,2022,TH22-039,Dovekie,Alle alle,DOVE,4,Big Bird,adult,unknown,165,yellow,8,157,15.01,24.97,33,116,51.12,190.1,188.56488,2.278982117,-21.75,11.89,1.075181855
17-Jul-23,2023,TH23_046,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,151,yellow,8,143,13.44,26.83,35,122,50.06,289.15,282.44447,2.461123197,-22.17,11.63,1.065579715
17-Jul-23,2023,TH23_047,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,138,yellow,8,130,14.19,21.13,34,115,49.67,215.3,212.44944,2.33304403,-21.74,11.78,1.07114529
17-Jul-23,2023,TH23_048,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,150,red,14,136,15,23.62,30,118,50.53,176.55,175.72219,2.246867722,-21.81,11.56,1.062957834
17-Jul-23,2023,TH23_049,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,151,red,14,137,14.76,24.52,31,121,53.97,120.6,122.69278,2.081347308,-22.17,11.56,1.062957834
17-Jul-23,2023,TH23_050,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,147,yellow,8,139,13.57,27.3,36,119,53.54,164.05,163.87469,2.214976235,-22.15,11.98,1.078456818
17-Jul-23,2023,TH23_051,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,154,yellow,8,146,15.06,25.74,29,119,54.05,202.7,200.50716,2.306853749,NA,NA,NA
17-Jul-23,2023,TH23_052,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,149,yellow,8,141,14.72,26.03,29,113,52.17,132.65,134.11377,2.122707254,-22.11,11.67,1.067070856
18-Jul-23,2023,TH23_053,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,157,red,14,143,15.72,26.14,32,117,52.33,154.5,154.8232,2.188928484,-21.96,11.68,1.067442843
18-Jul-23,2023,TH23_054,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,162,red,14,148,13.19,24.76,33,123,49.28,150.1,150.65288,2.176380692,-22.15,11.53,1.061829307
18-Jul-23,2023,TH23_055,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,155,red,14,141,14.09,24.1,35,115,50.02,174.75,174.01615,2.242417184,-22.11,11.68,1.067442843
18-Jul-23,2023,TH23_056,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,158,red,14,144,14.07,21.53,30,114,51.51,124.65,126.53137,2.095692283,NA,NA,NA
18-Jul-23,2023,TH23_057,Dovekie,Alle alle,DOVE,4,Bird bird valley,adult,unknown,175,red,14,161,14.06,21,34,118,50.4,158.75,158.85135,2.200713734,-22.52,11.79,1.071513805
29-Jul-10,2010,TH2010_272,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,830,red,14,816,32.32,43.88,none,211,NA,735.68215,735.68215,2.866690219,-20.9,13.24,1.121887985
29-Jul-10,2010,TH2010_280,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,1010,red,14,996,22.96,46.67,none,210,NA,699.6379,699.6379,2.844873328,-20.39,14.51,1.161667412
29-Jul-10,2010,TH2010_285,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,900,red,14,886,34.8,42.94,none,206,NA,389.8471,389.8471,2.590894308,-20.29,14.48,1.160768562
29-Jul-10,2010,TH2010_287,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,880,red,14,866,34.06,45.42,none,208,NA,587.6668,587.6668,2.769131156,-20.34,14.34,1.156549151
29-Jul-10,2010,TH2010_290,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,800,red,14,786,31.94,45.84,none,210,NA,606.0604,606.0604,2.782515908,-20.46,14.89,1.172894698
29-Jul-10,2010,TH2010_292,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,1020,red,14,1006,39.72,45.6,none,215,NA,563.38,563.38,2.750801425,-20.29,14.76,1.169086357
29-Jul-10,2010,TH2010_293,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,870,red,14,856,36.02,45.18,none,210,NA,557.74,557.74,2.746431792,-20.58,14.58,1.163757524
29-Jul-10,2010,TH2010_294,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,910,red,14,896,35.5,42.83,none,213,NA,587.1118,587.1118,2.768720809,-20.45,14.07,1.148294097
29-Jul-10,2010,TH2010_295,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,900,red,14,886,32.95,43.33,none,213,NA,596.1597,596.1597,2.775362615,-20.57,14.2,1.152288344
29-Jul-10,2010,TH2010_298,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,880,red,14,866,34.22,37.34,none,215,NA,549.6121,549.6121,2.740056285,-20.1,14.9,1.173186268
29-Jul-10,2010,TH2010_299,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,880,red,14,866,36.94,42.16,none,213,NA,582.524,582.524,2.765313823,-20.4,14.91,1.173477643
29-Jul-10,2010,TH2010_300,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,940,red,14,926,33.03,42.82,none,214,NA,524.7422,524.7422,2.719945992,-20.64,14.5,1.161368002
29-Jul-10,2010,TH2010_302,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,1000,red,14,986,31.79,42.49,none,214,NA,600.2076,600.2076,2.77830149,-20.79,14.26,1.154119526
29-Jul-10,2010,TH2010_305,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,940,red,14,926,33.4,45.18,none,211,NA,716.7557,716.7557,2.855371155,-20.28,15.26,1.183554534
29-Jul-10,2010,TH2010_306,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,820,red,14,806,33.65,42.77,none,209,NA,728.9698,728.9698,2.862709537,-20.39,14.36,1.15715444
29-Jul-10,2010,TH2010_307,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,850,red,14,836,32.12,45.35,none,208,NA,809.8457,809.8457,2.908402281,-20.45,15.02,1.176669933
29-Jul-10,2010,TH2010_308,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,980,red,14,966,33.78,44.3,none,220,NA,522.8774,522.8774,2.718399871,-20.43,14.68,1.166726056
16-Jul-11,2011,TH2011_032,Thick-billed Murre,Uria lomvia,TBMU,5,Saunder's Island,adult,unknown,1060,black,20,1040,32.86,46.58,none,221,NA,477.5653,477.5653,2.679032763,-19.96,15.16,1.180699201
8-Jul-14,2014,TH14_050,Thick-billed Murre,Uria lomvia,TBMU,5,Saunder's Island,adult,unknown,880,black bag,48,832,32.97,39.76,58,205,NA,800.4246,800.4246,2.903320428,-20.88,14.36,1.15715444
8-Jul-14,2014,TH14_051,Thick-billed Murre,Uria lomvia,TBMU,5,Saunder's Island,adult,unknown,910,black bag,48,862,35.77,44.63,50,213,NA,930.8503,930.8503,2.968879843,-20.86,14.69,1.167021796
5-Jul-19,2019,TH19_012,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,830,black,21,809,34.04,42.7,51,217,101.71,741.031,741.031,2.869836376,-20.78,14.38,1.157758886
5-Jul-19,2019,TH19_013,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,845,black,21,824,33.57,47.74,53,205,97.94,668.763,668.763,2.825272237,-20.61,14.57,1.163459552
5-Jul-19,2019,TH19_014,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,840,black,21,819,33.29,41.24,49,212,96.1,842.69,842.69,2.92566784,-20.89,14.24,1.153509989
5-Jul-19,2019,TH19_015,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,860,black,21,839,37.29,43.91,52,220,102.83,1191.971,1191.971,3.076265689,-21.12,15.42,1.188084374
5-Jul-19,2019,TH19_017,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,840,black,21,819,34.51,46.04,45,210,100.07,1131.282,1131.282,3.053570877,-20.88,14.79,1.169968174
5-Jul-19,2019,TH19_018,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,865,black,21,844,35.38,46.91,54,215,100.02,1033.155,1033.155,3.014165482,-20.88,14.23,1.1532049
5-Jul-19,2019,TH19_020,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,850,black,21,829,29.7,41.88,47,208,97.09,650.026,650.026,2.812930728,-20.69,14.67,1.166430114
5-Jul-19,2019,TH19_025,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,970,black,21,949,37.16,45.86,51,220,107.94,990,990,2.995635195,-20.64,15.07,1.178113252
5-Jul-19,2019,TH19_026,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,830,black,21,809,35.37,43.77,45,205,98.56,775.734,775.734,2.889712827,-20.15,14.66,1.16613397
5-Jul-19,2019,TH19_030,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,920,black,21,899,33.84,46.84,49,207,103.29,1242.939,1242.939,3.094449815,-20.21,14.69,1.167021796
17-Jul-19,2019,TH19_051,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,960,black,21,939,31.73,46.76,48,209,101.89,865.826,865.826,2.937430623,-20.9,13.3,1.123851641
17-Jul-19,2019,TH19_053,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,960,red,15,945,31.35,49.96,46,217,99.89,1140.124,1140.124,3.056952088,-20.6,14.78,1.169674434
17-Jul-19,2019,TH19_054,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,906.534,906.534,2.957384097,-20.54,14.4,1.158362492
17-Jul-19,2019,TH19_055,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,990,black,21,969,34.04,48.7,49,222,98.21,784.563,784.563,2.894627823,-20.84,15.06,1.177824972
17-Jul-19,2019,TH19_057,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,770,red,15,755,33.51,43.58,49,215,98.89,711.892,711.892,2.852414113,-20.49,14.54,1.162564407
17-Jul-19,2019,TH19_059,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,none,NA,NA,NA,33.16,43.16,49,212,96.08,720.701,720.701,2.857755125,-20.93,13.56,1.13225969
28-Jul-19,2019,TH19_070,Thick-billed Murre,Uria lomvia,TBMU,5,saunders island,adult,unknown,930,red,15,922,35.45,46.5,44,209,100.68,919.679,919.679,2.96363627,-20.72,14.31,1.155639634
28-Jul-19,2019,TH19_071,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,950,red,15,935,33.84,44.85,47,213,101.66,465.685,465.685,2.668092249,-20.59,13.92,1.143639235
28-Jul-19,2019,TH19_072,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,750,black,21,729,33.59,40.39,46,209,96.74,854.631,854.631,2.931778642,-20.53,14.13,1.150142162
28-Jul-19,2019,TH19_073,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,970,red,15,955,36.77,45.54,49,210,103.29,665,665,2.822821645,-20.81,14.25,1.153814864
28-Jul-19,2019,TH19_074,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders Island,adult,unknown,930,red,15,915,35.6,48.12,43,211,102.78,839.923,839.923,2.924239474,-20.63,14.4,1.158362492
10-Jul-22,2022,TH22-008,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,560,black,21,539,34.68,43.27,50,221,99.56,771.45,739.56841,2.887307783,-20.97,14.72,1.16790781
10-Jul-22,2022,TH22-011,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,850,black,21,829,33.49,43.82,45,214,95.26,735.7833333,705.7635433,2.866749946,-21.08,14.42,1.15896526
10-Jul-22,2022,TH22-014,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,880,black,21,859,35.14,48.38,45,208,103.17,581.15,559.20207,2.764288242,-20.94,14.3,1.155336037
10-Jul-22,2022,TH22-015,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,890,black,21,869,34.47,45.21,44,207,99.04,869.45,832.45281,2.939244612,-20.84,14.57,1.163459552
10-Jul-22,2022,TH22-016,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,860,black,21,839,34.9,45.05,46,212,150,567.2,545.98026,2.753736222,-20.94,14.58,1.163757524
10-Jul-22,2022,TH22-017,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,950,black,21,929,37.93,43.54,55,205,111.1,505.9,487.88012,2.704064679,-21.08,14.26,1.154119526
10-Jul-22,2022,TH22-018,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,930,black,21,909,37.03,45.59,48,209,105.27,943.55,902.68479,2.974764919,-20.98,14.51,1.161667412
10-Jul-22,2022,TH22-051,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,840,black,21,819,37.33,41.88,46,205,94.18,623.25,599.10445,2.794662287,-21.26,14.19,1.151982395
10-Jul-22,2022,TH22-060,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,790,black,21,769,30.3,43.23,46,208,96.81,1051.35,1004.85763,3.021747319,-20.88,14.46,1.160168293
15-Jul-22,2022,TH22-061,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,810,black,21,789,39.68,43.78,43,205,102.37,735.05,705.06849,2.866316882,-21.07,14.66,1.16613397
15-Jul-22,2022,TH22-062,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,870,black,21,849,32.39,41.95,53,214,176*,670.15,643.55627,2.826172022,-21.13,14.72,1.16790781
15-Jul-22,2022,TH22-064,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,950,black,21,929,33.5,43.83,41,201,97.82,496.1,478.59168,2.695569227,-20.91,14.73,1.168202747
15-Jul-22,2022,TH22-065,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,900,black,21,879,33.7,44.31,53,205,102.87,543,523.0435,2.73479983,-20.91,14.64,1.165541077
15-Jul-22,2022,TH22-068,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,830,black,21,809,33.93,43.77,69,196,107.55,727.35,697.77043,2.861743443,-21.09,14.63,1.165244326
15-Jul-22,2022,TH22-069,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,860,black,21,839,35.4,42.48,41,199,101.63,781.25,748.85685,2.89279003,-20.63,13.78,1.139249218
25-Jul-22,2022,TH22-099,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,960,black,21,939,39.99,46.95,50,209,112.86,930.15,889.98427,2.96855299,NA,NA,NA
25-Jul-22,2022,TH22-100,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,1050,black,21,1029,34.92,47.13,48,205,102.31,1248.9,1192.09552,3.096527666,-21.29,14.76,1.169086357
25-Jul-22,2022,TH22-102,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,910,black,21,889,32.36,43.58,48,208,98.05,483.2,466.36506,2.684126926,-21.24,13.39,1.126780577
25-Jul-22,2022,TH22-107,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders,adult,unknown,910,black,21,889,37.37,44.89,51,211,107.3,669.3,642.75064,2.825620825,-21.1,13.97,1.145196406
5-Jul-23,2023,TH23_006,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,940,black,21,919,34.77,43.41,47,218,102.08,665.275,638.935745,2.823001204,-20.9,13.69,1.136403448
11-Jul-23,2023,TH23_023,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,860,black,21,839,34.49,41.07,47,214,96.75,820.8,786.34234,2.914237348,NA,NA,NA
11-Jul-23,2023,TH23_024,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,860,black,21,839,32.66,43.21,44,215,100.38,522.25,503.37665,2.717878449,-20.87,14.01,1.146438135
11-Jul-23,2023,TH23_025,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,870,black,21,849,35.62,44.03,43,215,98.37,476.05,459.58829,2.677652569,-20.77,13.91,1.14332713
11-Jul-23,2023,TH23_026,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,880,black,21,859,37.34,44.81,48,223,103.54,712.15,683.36387,2.852571479,-20.55,14.07,1.148294097
11-Jul-23,2023,TH23_028,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,920,black,21,899,31.4,41.15,49,210,102.54,807.85,774.06833,2.907330729,NA,NA,NA
11-Jul-23,2023,TH23_029,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,810,black,21,789,33,42.08,49,211,93.21,693.65,665.82957,2.841140391,-20.47,13.76,1.138618434
11-Jul-23,2023,TH23_030,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,880,black,21,859,35.15,45.54,44,216,103.1,897.15,858.70687,2.952865061,NA,NA,NA
11-Jul-23,2023,TH23_033,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,850,black,21,829,31.61,37.88,48,216,96.32,632.925,608.274415,2.80135225,-20.66,13.44,1.128399269
11-Jul-23,2023,TH23_035,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,790,black,21,769,33.97,43.1,44,209,103.18,505.675,487.666865,2.703871483,-20.83,13.54,1.131618664
11-Jul-23,2023,TH23_036,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,670,black,21,649,33.27,42.7,47,211,98,876.7,839.32436,2.942851007,-20.92,13.67,1.135768515
11-Jul-23,2023,TH23_037,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,820,black,21,799,34.44,41.26,49,208,99.94,650.7,625.12156,2.813380807,-20.93,13.92,1.143639235
11-Jul-23,2023,TH23_038,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,890,black,21,869,35.32,48.38,46,205,103.25,845.25,809.51605,2.926985179,NA,NA,NA
11-Jul-23,2023,TH23_039,Thick-billed Murre,Uria lomvia,TBMU,5,Saunders small cliffs,adult,unknown,970,black,21,949,37.16,43.53,48,218,103.8,809,775.1583,2.907948522,NA,NA,NA
