date,year,sample_id,species_common,species_scientific,sp_code,sp_number,location_general,age,sex_field,weight,bag,bag_weight,actual_weight,beak,tarsus,tail,wing,head,hg_raw,hg,log_hg,carbon,nitrogen,log_n,julian,mean_julian,sd_julian,julian_z,hg_mean,hg_mean_species,mean_n,sd_n,nitrogen_s,mean_c,sd_c,carbon_s,mean_hg
2010-07-03,2010,TH2010_002,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,unknown,565,black,21,544,52.7,37.11,none,180,NA,396.0739,396.0739,2.597776225,-19.99,14.65,1.165837625,14793,16253.732394366198,908.8266683358663,-1.60727281148221,1.1259226551057848,1.1259226551057848,14.064871794871795,0.5305055771068111,1.102963343607595,-20.246410256410257,0.3728234179134532,0.6877525501088074,351.77718309859154
2010-07-03,2010,TH2010_005,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,unknown,590,black,21,569,50.08,37.06,none,180,NA,258.0477,258.0477,2.411699993,-19.93,14.72,1.16790781,14793,16253.732394366198,908.8266683358663,-1.60727281148221,0.7335543986310157,0.7335543986310157,14.064871794871795,0.5305055771068111,1.2349129460637187,-20.246410256410257,0.3728234179134532,0.8486866468342632,351.77718309859154
2010-07-05,2010,TH2010_035,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,unknown,none,NA,NA,NA,none,none,none,none,NA,252.12305,252.12305,2.401612552,NA,NA,NA,14795,16253.732394366198,908.8266683358663,-1.6050721718336594,0.7167123455228142,0.7167123455228142,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2010-07-05,2010,TH2010_036,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,unknown,530,black,21,509,53.17,37.41,none,175,NA,189.8225,189.8225,2.278347689,-19.98,14.06,1.147985321,14795,16253.732394366198,908.8266683358663,-1.6050721718336594,0.5396100404465375,0.5396100404465375,14.064871794871795,0.5305055771068111,-0.009183305665444112,-20.246410256410257,0.3728234179134532,0.7145748995630452,351.77718309859154
2010-07-27,2010,TH2010_092,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,female,520,black,21,499,48.66,37.34,none,170,NA,342.9687,342.9687,2.535254487,-19.8,15.07,1.178113252,14817,16253.732394366198,908.8266683358663,-1.5808651356996033,0.9749600499355787,0.9749600499355787,14.064871794871795,0.5305055771068111,1.8946609583443348,-20.246410256410257,0.3728234179134532,1.1973771897394223,351.77718309859154
2010-07-27,2010,TH2010_094,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,male,630,black,21,609,55.83,37.12,none,180,NA,377.1498,377.1498,2.576513882,-19.73,14.34,1.156549151,14817,16253.732394366198,908.8266683358663,-1.5808651356996033,1.0721269545623071,1.0721269545623071,14.064871794871795,0.5305055771068111,0.5186151041590479,-20.246410256410257,0.3728234179134532,1.3851336359191255,351.77718309859154
2010-07-27,2010,TH2010_097,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,male,600,black,21,579,48.87,38.2,none,185,NA,296.1447,296.1447,2.471503965,-19.64,14.31,1.155639634,14817,16253.732394366198,908.8266683358663,-1.5808651356996033,0.8418530656009046,0.8418530656009046,14.064871794871795,0.5305055771068111,0.4620652745349963,-20.246410256410257,0.3728234179134532,1.626534781007314,351.77718309859154
2010-07-27,2010,TH2010_101,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,male,620,black,21,599,53.58,38.97,none,192,NA,328.5908,328.5908,2.5166554,-19.71,14.16,1.151063253,14817,16253.732394366198,908.8266683358663,-1.5808651356996033,0.9340878709234158,0.9340878709234158,14.064871794871795,0.5305055771068111,0.17931612641473138,-20.246410256410257,0.3728234179134532,1.4387783348276109,351.77718309859154
2010-07-27,2010,TH2010_104,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,male,600,black,21,579,47.98,38.16,none,178,NA,324.2974,324.2974,2.510943467,-20.13,15.04,1.177247836,14817,16253.732394366198,908.8266683358663,-1.5808651356996033,0.9218829861091647,0.9218829861091647,14.064871794871795,0.5305055771068111,1.8381111287202798,-20.246410256410257,0.3728234179134532,0.3122396577494009,351.77718309859154
2010-07-30,2010,TH2010_319,Atlantic Puffin,Fratercula arctica,ATPU,1,Witches Tit,adult,unknown,560,red,14,546,51.27,37.65,none,181,NA,191.4292,191.4292,2.282008184,-19.81,14.58,1.163757524,14820,16253.732394366198,908.8266683358663,-1.5775641762267776,0.5441774202460105,0.5441774202460105,14.064871794871795,0.5305055771068111,0.9710137411514711,-20.246410256410257,0.3728234179134532,1.1705548402851844,351.77718309859154
2011-07-16,2011,TH2011_036,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,530,black,20,510,48.86,37.35,none,182,NA,250.5837,250.5837,2.398952818,NA,NA,NA,15171,16253.732394366198,908.8266683358663,-1.1913519179061576,0.7123364221430178,0.7123364221430178,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2011-07-27,2011,TH2011_165,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,640,black,20,620,56.12,39.57,NA,198,NA,307.1524,307.1524,2.487353913,-20.73,13.54,1.131618664,15182,16253.732394366198,908.8266683358663,-1.1792483998391297,0.8731447483161957,0.8731447483161957,14.064871794871795,0.5305055771068111,-0.9893803524823627,-20.246410256410257,0.3728234179134532,-1.2971013095051955,351.77718309859154
2011-07-27,2011,TH2011_166,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,570,black,20,550,49.92,35.54,NA,188,NA,295.4655,295.4655,2.470506778,-20.04,14.28,1.154728207,15182,16253.732394366198,908.8266683358663,-1.1792483998391297,0.8399222979655017,0.8399222979655017,14.064871794871795,0.5305055771068111,0.4055154449109413,-20.246410256410257,0.3728234179134532,0.5536408028375894,351.77718309859154
2011-07-27,2011,TH2011_167,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,595,black,20,575,56,37.99,NA,192,NA,387.9817,387.9817,2.588811242,-19.79,14.52,1.161966616,15182,16253.732394366198,908.8266683358663,-1.1792483998391297,1.1029188891175512,1.1029188891175512,14.064871794871795,0.5305055771068111,0.8579140819033645,-20.246410256410257,0.3728234179134532,1.2241995391936698,351.77718309859154
2012-08-05,2012,TH12_A053,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,590,black,21,569,52.27,37.33,--,186,NA,155,155,2.190331698,NA,NA,NA,15557,16253.732394366198,908.8266683358663,-0.7666284657359032,0.4406198225669418,0.4406198225669418,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2012-08-05,2012,TH12_A054,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,595,black,21,574,50.46,36.17,--,190,NA,351.273,351.273,2.54564477,NA,NA,NA,15557,16253.732394366198,908.8266683358663,-0.7666284657359032,0.9985667544035959,0.9985667544035959,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2012-08-05,2012,TH12_A055,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,625,black,21,604,50.98,38.05,--,192,NA,236.056,236.056,2.373015044,NA,NA,NA,15557,16253.732394366198,908.8266683358663,-0.7666284657359032,0.6710384053926581,0.6710384053926581,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2013-07-19,2013,TH13-013,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,510,red bag,14,496,48.77,37.84,42,182,NA,334.63675,334.63675,2.524573634,-20.05,14.16,1.151063253,15905,16253.732394366198,908.8266683358663,-0.383717166888109,0.9512747445766326,0.9512747445766326,14.064871794871795,0.5305055771068111,0.17931612641473138,-20.246410256410257,0.3728234179134532,0.526818453383342,351.77718309859154
2013-07-20,2013,TH13-014,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,440,red bag,14,426,44.6,31.88,44,170,NA,390.5505,390.5505,2.591677198,NA,NA,NA,15906,16253.732394366198,908.8266683358663,-0.3826168470638337,1.1102212387963253,1.1102212387963253,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2013-07-20,2013,TH13-015,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,560,red bag,14,546,52.45,36.39,59,92,NA,417.229,417.229,2.620374487,-19.62,13.86,1.14176323,15906,16253.732394366198,908.8266683358663,-0.3826168470638337,1.1860604383856939,1.1860604383856939,14.064871794871795,0.5305055771068111,-0.38618216982579845,-20.246410256410257,0.3728234179134532,1.6801794799157994,351.77718309859154
2013-07-20,2013,TH13-016,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,640,red bag,14,626,56.1,39.57,59,199,NA,649.0817,649.0817,2.812299365,-20.63,14.5,1.161368002,15906,16253.732394366198,908.8266683358663,-0.3826168470638337,1.8451500870028963,1.8451500870028963,14.064871794871795,0.5305055771068111,0.8202141954873301,-20.246410256410257,0.3728234179134532,-1.0288778149627598,351.77718309859154
2013-07-23,2013,TH13-033,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,female?,470,red bag,14,456,44.59,34.63,51,175,NA,536.614,536.614,2.729661999,NA,NA,NA,15909,16253.732394366198,908.8266683358663,-0.3793158875910079,1.5254371965608833,1.5254371965608833,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2013-07-23,2013,TH13-034,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,575,red bag,14,561,56.11,37.15,35,186,NA,612.3562,612.3562,2.787004119,NA,NA,NA,15909,16253.732394366198,908.8266683358663,-0.3793158875910079,1.7407501947855917,1.7407501947855917,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2013-07-29,2013,TH13-038,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,550,red bag,14,536,49.73,44.65,45,189,NA,293.66935,293.66935,2.467858622,-20.07,13.96,1.144885418,15915,16253.732394366198,908.8266683358663,-0.3727139686453563,0.8348163670345106,0.8348163670345106,14.064871794871795,0.5305055771068111,-0.1976827377456196,-20.246410256410257,0.3728234179134532,0.4731737544748567,351.77718309859154
2013-07-29,2013,TH13-039,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,sub-adult,unknown,610,red bag,14,596,47.76,38.29,44,186,NA,239.5488,239.5488,2.379394,-20.68,12.12,1.08350262,15915,16253.732394366198,908.8266683358663,-0.3727139686453563,0.6809674177556376,0.6809674177556376,14.064871794871795,0.5305055771068111,-3.666072288020864,-20.246410256410257,0.3728234179134532,-1.1629895622339776,351.77718309859154
2014-07-08,2014,TH14_054,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,660,black,48,612,51.21,40.18,49,184,NA,374.8465,374.8465,2.57385346,-20.84,13.73,1.137670537,16259,16253.732394366198,908.8266683358663,0.0057960509053367765,1.0655793439989623,1.0655793439989623,14.064871794871795,0.5305055771068111,-0.6312314315300256,-20.246410256410257,0.3728234179134532,-1.5921471535018694,351.77718309859154
2014-07-11,2014,TH14_055,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,675,black,48,627,52.58,38.66,50,182,NA,497.3867,497.3867,2.696694168,NA,NA,NA,16262,16253.732394366198,908.8266683358663,0.009097010378162589,1.413925416136495,1.413925416136495,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2014-07-11,2014,TH14_056,Atlantic Puffin,NA,ATPU,1,Witch's Tit,adult,unknown,470,black,48,422,45.86,32.8,52,168,NA,338.885,338.885,2.530052346,-19.9,13.86,1.14176323,16262,16253.732394366198,908.8266683358663,0.009097010378162589,0.9633512811006327,0.9633512811006327,14.064871794871795,0.5305055771068111,-0.38618216982579845,-20.246410256410257,0.3728234179134532,0.9291536951969959,351.77718309859154
2014-07-11,2014,TH14_057,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,650,black,48,602,50.88,37.92,52,175,NA,556.6634,556.6634,2.745592668,-20.56,14.39,1.158060794,16262,16253.732394366198,908.8266683358663,0.009097010378162589,1.5824317970161972,1.5824317970161972,14.064871794871795,0.5305055771068111,0.61286482019913735,-20.246410256410257,0.3728234179134532,-0.8411213687830564,351.77718309859154
2014-07-11,2014,TH14_066,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,640,black,48,592,54.2,37.37,55,184,NA,611.5198,611.5198,2.786410523,-20.48,14.13,1.150142162,16262,16253.732394366198,908.8266683358663,0.009097010378162589,1.73837255336885,1.73837255336885,14.064871794871795,0.5305055771068111,0.12276629679067974,-20.246410256410257,0.3728234179134532,-0.6265425731491153,351.77718309859154
2014-07-12,2014,TH14_068,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,675,black,48,627,53.25,37.61,54,190,NA,625.7327,625.7327,2.796388851,-21.07,14.04,1.147367108,16263,16253.732394366198,908.8266683358663,0.010197330202437859,1.778775685473119,1.778775685473119,14.064871794871795,0.5305055771068111,-0.04688319208148189,-20.246410256410257,0.3728234179134532,-2.2090611909494644,351.77718309859154
2014-07-11,2014,TH14_070,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,670,black,48,622,51.25,38.18,52,191,NA,306.6041,306.6041,2.486577958,-20.57,13.44,1.128399269,16262,16253.732394366198,908.8266683358663,0.009097010378162589,0.8715860912277219,0.8715860912277219,14.064871794871795,0.5305055771068111,-1.1778797845625382,-20.246410256410257,0.3728234179134532,-0.8679437182373039,351.77718309859154
2014-07-24,2014,TH14_082,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,455,black,48,407,44.53,31.78,42,165,NA,415.4258,415.4258,2.618493465,-20.42,13.61,1.133858125,16275,16253.732394366198,908.8266683358663,0.023401168093741105,1.1809344663595474,1.1809344663595474,14.064871794871795,0.5305055771068111,-0.8574307500262388,-20.246410256410257,0.3728234179134532,-0.4656084764236595,351.77718309859154
2014-07-24,2014,TH14_083,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,625,black,48,577,55.4,37.75,41,187,NA,646.0777,646.0777,2.810284751,-20.27,14.32,1.155943018,16275,16253.732394366198,908.8266683358663,0.023401168093741105,1.836610590570696,1.836610590570696,14.064871794871795,0.5305055771068111,0.4809152177430135,-20.246410256410257,0.3728234179134532,-0.06327323461000559,351.77718309859154
2014-07-24,2014,TH14_084,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,610,black,48,562,50.48,39.29,41,186,NA,595.4051,595.4051,2.77481255,NA,NA,NA,16275,16253.732394366198,908.8266683358663,0.023401168093741105,1.692563158177111,1.692563158177111,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2014-07-24,2014,TH14_085,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,630,black,48,582,52.19,37.64,47,195,NA,456.3188,456.3188,2.659268362,NA,NA,NA,16275,16253.732394366198,908.8266683358663,0.023401168093741105,1.2971813463868374,1.2971813463868374,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2014-07-24,2014,TH14_086,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,590,black,48,542,53.22,39.25,47,183,NA,234.968,234.968,2.37100872,NA,NA,NA,16275,16253.732394366198,908.8266683358663,0.023401168093741105,0.6679455385090914,0.6679455385090914,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2014-07-28,2014,TH14_087,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,540,black,48,492,47.9,35.23,54,182,NA,531.4198,531.4198,2.725437732,-20.42,13.28,1.123198075,16279,16253.732394366198,908.8266683358663,0.027802447390842186,1.5106715999003852,1.5106715999003852,14.064871794871795,0.5305055771068111,-1.4794788758908204,-20.246410256410257,0.3728234179134532,-0.4656084764236595,351.77718309859154
2014-07-28,2014,TH14_088,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,550,black,48,502,48.84,37.62,46,182,NA,388.6348,388.6348,2.589541687,NA,NA,NA,16279,16253.732394366198,908.8266683358663,0.027802447390842186,1.104775462060251,1.104775462060251,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2014-07-28,2014,TH14_089,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,570,black,48,522,52.87,37.1,49,181,NA,368.0801,368.0801,2.565942338,-20.66,13.52,1.130976692,16279,16253.732394366198,908.8266683358663,0.027802447390842186,1.046344440983369,1.046344440983369,14.064871794871795,0.5305055771068111,-1.027080238898397,-20.246410256410257,0.3728234179134532,-1.1093448633254923,351.77718309859154
2014-07-28,2014,TH14_090,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,sub-adult,unknown,600,black,48,552,47.65,37.81,56,185,NA,277.4425,277.4425,2.443172989,-20.7,13.32,1.124504225,16279,16253.732394366198,908.8266683358663,0.027802447390842186,0.7886881620808306,0.7886881620808306,14.064871794871795,0.5305055771068111,-1.404079103058748,-20.246410256410257,0.3728234179134532,-1.216634261142463,351.77718309859154
2014-07-28,2014,TH14_091,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,615,black,48,567,50.89,37.31,56,185,NA,377.1825,377.1825,2.576551535,-20.6,14.37,1.157456768,16279,16253.732394366198,908.8266683358663,0.027802447390842186,1.072219911131326,1.072219911131326,14.064871794871795,0.5305055771068111,0.5751649337830995,-20.246410256410257,0.3728234179134532,-0.9484107666000365,351.77718309859154
2015-07-27,2015,TH15_003,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,610,black,21,589,53.49,36.01,54,186,none,378.3967,378.3967,2.57794734,NA,NA,NA,16643,16253.732394366198,908.8266683358663,0.4283188634270407,1.0756715278317182,1.0756715278317182,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-27,2015,TH15_009,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,590,black,21,569,51.96,38.11,49,184,none,285.7038,285.7038,2.455916017,NA,NA,NA,16643,16253.732394366198,908.8266683358663,0.4283188634270407,0.8121726300819421,0.8121726300819421,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-27,2015,TH15_012,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,580,red,14,566,50.65,38.16,53,191,none,383.534,383.534,2.58380387,NA,NA,NA,16643,16253.732394366198,908.8266683358663,0.4283188634270407,1.0902753743767062,1.0902753743767062,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-08-10,2015,TH15_014,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,445,black,21,424,46.13,32.18,41,172,none,183.3409,183.3409,2.263259359,NA,NA,NA,16657,16253.732394366198,908.8266683358663,0.4437233409668945,0.5211847408210544,0.5211847408210544,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-29,2015,TH15_015,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,490,black,21,469,47.89,34.54,41,168,none,271.0877,271.0877,2.433109813,NA,NA,NA,16645,16253.732394366198,908.8266683358663,0.4305195030755912,0.7706233178972925,0.7706233178972925,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-27,2015,TH15_017,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,none,none,none,NA,47.39,35.19,49,180,none,258.111,258.111,2.411806513,NA,NA,NA,16643,16253.732394366198,908.8266683358663,0.4283188634270407,0.7337343420811349,0.7337343420811349,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-15,2015,TH15_019,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,male?,520,black,21,499,none,none,49,181,none,264.66465,264.66465,2.422695939,NA,NA,NA,16631,16253.732394366198,908.8266683358663,0.4151150255357374,0.7523644588563984,0.7523644588563984,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-29,2015,TH15_020,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,650,black,21,629,52,36.62,52,185,none,325.4885,325.4885,2.512535649,NA,NA,NA,16645,16253.732394366198,908.8266683358663,0.4305195030755912,0.9252689362424518,0.9252689362424518,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-15,2015,TH15_021,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,male?,565,black,21,544,none,none,52,187,none,360.2356,360.2356,2.556586629,NA,NA,NA,16631,16253.732394366198,908.8266683358663,0.4151150255357374,1.0240448138986826,1.0240448138986826,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-15,2015,TH15_022,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,female?,515,black,21,494,none,none,40,179,none,207.3428,207.3428,2.316688959,NA,NA,NA,16631,16253.732394366198,908.8266683358663,0.4151150255357374,0.5894151467518252,0.5894151467518252,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-20,2015,TH15_032,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,570,black,21,549,50.5,36.02,52,189,none,424.1671,424.1671,2.62753698,NA,NA,NA,16636,16253.732394366198,908.8266683358663,0.42061662465711375,1.20578343445635,1.20578343445635,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-29,2015,TH15_034,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,500,black,21,479,49.32,36.55,51,185,none,197.5634,197.5634,2.295706492,NA,NA,NA,16645,16253.732394366198,908.8266683358663,0.4305195030755912,0.5616151629272371,0.5616151629272371,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-20,2015,TH15_035,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,560,black,21,539,52.34,36.52,53,189,none,289.4444,289.4444,2.461565152,NA,NA,NA,16636,16253.732394366198,908.8266683358663,0.42061662465711375,0.822806065619322,0.822806065619322,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-29,2015,TH15_037,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,510,black,21,489,48.54,37.42,47,176,none,333.2561,333.2561,2.522778108,NA,NA,NA,16645,16253.732394366198,908.8266683358663,0.4305195030755912,0.9473499590409743,0.9473499590409743,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-27,2015,TH15_038,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,545,black,21,524,50.8,39.11,55,184,none,201.4942,201.4942,2.30426255,NA,NA,NA,16643,16253.732394366198,908.8266683358663,0.4283188634270407,0.5727892816275347,0.5727892816275347,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-31,2015,TH15_041,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,560,black,21,539,51.38,36.98,50,188,none,236.7737,236.7737,2.374333461,NA,NA,NA,16647,16253.732394366198,908.8266683358663,0.4327201427241417,0.6730786173065697,0.6730786173065697,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-08-10,2015,TH15_042,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,585,black,21,564,51.57,35.8,49,180,none,326.2474,326.2474,2.513547059,NA,NA,NA,16657,16253.732394366198,908.8266683358663,0.4437233409668945,0.9274262677479104,0.9274262677479104,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-31,2015,TH15_045,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,535,black,21,514,52.9,35.56,42,178,none,150.4212,150.4212,2.177309049,NA,NA,NA,16647,16253.732394366198,908.8266683358663,0.4327201427241417,0.42760362873746105,0.42760362873746105,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2015-07-27,2015,TH15_046,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,unknown,535,black,21,514,51.23,35.22,50,186,none,280.3162,280.3162,2.447648197,NA,NA,NA,16643,16253.732394366198,908.8266683358663,0.4283188634270407,0.7968572535912217,0.7968572535912217,14.064871794871795,0.5305055771068111,NA,-20.246410256410257,0.3728234179134532,NA,351.77718309859154
2016-07-16,2016,TH16_011,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,male,630,red,14,616,52.57,38.29,50,185,NA,430.877,430.877,2.634353312,-20.09,14.07,1.148294097,16998,16253.732394366198,908.8266683358663,0.8189324010447617,1.2248577244398464,1.2248577244398464,14.064871794871795,0.5305055771068111,0.009666637542573102,-20.246410256410257,0.3728234179134532,0.41952905556637143,351.77718309859154
2017-07-18,2017,TH17_023,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,female?,540,red,14,526,50.4,35.54,45,182,84.98,352.62,352.62,2.547306941,-20.21,14.24,1.153509989,17365,16253.732394366198,908.8266683358663,1.222749776553786,1.002395882797129,1.002395882797129,14.064871794871795,0.5305055771068111,0.33011567207887244,-20.246410256410257,0.3728234179134532,0.09766086211545025,351.77718309859154
2017-07-18,2017,TH17_024,Atlantic Puffin,Fratercula arctica,ATPU,1,Witch's Tit,adult,male?,540,red,14,526,50.85,35.99,50,181,84.76,514.345,514.345,2.711254522,-20.24,13.77,1.13893394,17365,16253.732394366198,908.8266683358663,1.222749776553786,1.4621329202464108,1.4621329202464108,14.064871794871795,0.5305055771068111,-0.5558316586979567,-20.246410256410257,0.3728234179134532,0.017193813752727095,351.77718309859154
2019-07-26,2019,TH19_050,Atlantic Puffin,Fratercula arctica,ATPU,1,witch's tit,adult,unknown,485,black,21,464,49.34,37.92,45,168,78.28,215.486,215.486,2.33341906,-20.31,14.31,1.155639634,18103,16253.732394366198,908.8266683358663,2.0347858068689355,0.6125638908752259,0.6125638908752259,14.064871794871795,0.5305055771068111,0.4620652745349963,-20.246410256410257,0.3728234179134532,-0.17056263242697614,351.77718309859154
2019-07-26,2019,TH19_062,Atlantic Puffin,Fratercula arctica,ATPU,1,witch's tit,adult,unknown,560,red,15,552,46.8,39.2,54,193,87.41,288.38,288.38,2.459965137,-20.36,13.59,1.133219457,18103,16253.732394366198,908.8266683358663,2.0347858068689355,0.8197802866571269,0.8197802866571269,14.064871794871795,0.5305055771068111,-0.8951306364422733,-20.246410256410257,0.3728234179134532,-0.3046743796981941,351.77718309859154
